loc_rowid,pl_hostname,ra_str,ra,dec_str,dec,st_elon,st_elat,MatchID,MatchRA,MatchDEC,pmRA,pmDEC,Tmag,objType,typeSrc,dstArcSec,version,e_pmRA,e_pmDEC,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,duplicate_id,priority,splist,rakane,deckane,elon,elat,sector_0,sector_1,sector_2,sector_3,sector_4,sector_5,sector_6,sector_7,sector_8,sector_9,sector_10,sector_11,sector_12,total_sectors_obsd
137,GJ 581,15h19m26.82s,229.861771,-07d43m20.2s,-7.7222800000000005,229.521622,10.256542999999999,36853511,229.8618,-7.7223,-1221.29,-97.2366,8.187000000000001,STAR,2mass,0.12604191299313902,20180610,0.159816,0.10463800000000001,158.643,0.354875,11.761,0.174,10.57,0.1,,,,,,,,,,,6.706,0.026000000000000002,6.095,0.033,5.837000000000001,0.023,,,,,,,,,9.24185,0.000345996,0.033,3442.0,54.0,5.00499,,,,0.29,,0.31,,DWARF,,,12.537180000000001,0.014069,0.0977784,,36,0.0024600679999999997,,0.0253818217520751,cdwrf,229.861771,-7.7222800000000005,229.52162600142748,10.256539428300298,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3691,WASP-69,21h00m06.19s,315.025778,-05d05m39.9s,-5.094404,315.967533,11.453003,248853232,315.02579,-5.094437,33.8164,-93.9697,8.817,STAR,2mass,0.12635254160769,20180610,1.29548,0.7483890000000001,19.8819,0.368058,10.935,0.071,9.873,0.006,,,,,,,,,,,8.032,0.023,7.542999999999999,0.023,7.459,0.024,7.315,0.036000000000000004,7.441,0.019,7.409,0.018000000000000002,7.394,0.14300000000000002,9.39756,0.000345996,0.018000000000000002,4715.0,,4.54054,,,,0.81,,0.83,,DWARF,0.29214029999999996,,50.29699,0.914186,0.057517200000000004,,40,0.001112528,,0.00510583609153205,knownplanet,315.025778,-5.094404,315.967534633931,11.452992396432554,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,K2-101,08h41m22.58s,130.344086,+18d56m01.9s,18.933874,127.762216,0.626324,175265494,130.344073,18.933907,-36.9504,-14.0994,11.952,STAR,2mass,0.12677965103061697,20180610,2.1912599999999998,2.1912599999999998,,,13.963,0.045,12.892000000000001,0.114,16.2661,0.0081971,15.6998,0.0137498,12.6744,0.00142002,12.4292,0.0009188689999999999,13.575999999999999,0.00966037,11.162,0.023,10.677999999999999,0.022000000000000002,10.536,0.019,10.482000000000001,0.023,10.579,0.021,10.297,0.096,8.402999999999999,,12.5358,0.000444981,0.018000000000000002,4819.0,,4.61487,,,,0.73,,0.8,,DWARF,0.2589215,,190.979,,0.0246928,,27,0.009224258,,0.0,knownplanet,130.344086,18.933874,127.76221865804563,0.6263348044264316,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3771,ups And,01h36m47.84s,24.199345,+41d24m19.7s,41.40546,38.550201,28.980317,189576919,24.199298000000002,41.405459,-173.0,-381.0,3.653,STAR,2mass,0.12695918072922602,20180610,8.0,8.0,74.25,0.72,4.625,0.021,4.09565,0.023,,,,,,,,,,,3.175,0.21,2.957,0.17800000000000002,2.859,0.27399999999999997,,,,,,,,,,,0.231,6105.51,6.0929199999999994,0.0129123,,0.0997847,0.00972448,1.56,,1.3,,DWARF,,,13.468010000000001,0.130599,0.0813171,,38,0.001128226,,1.0,bright;knownplanet,24.199345,41.40546,38.55019672523899,28.980317622164506,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3772,ups And,01h36m47.84s,24.199345,+41d24m19.7s,41.40546,38.550201,28.980317,189576919,24.199298000000002,41.405459,-173.0,-381.0,3.653,STAR,2mass,0.12695918072922602,20180610,8.0,8.0,74.25,0.72,4.625,0.021,4.09565,0.023,,,,,,,,,,,3.175,0.21,2.957,0.17800000000000002,2.859,0.27399999999999997,,,,,,,,,,,0.231,6105.51,6.0929199999999994,0.0129123,,0.0997847,0.00972448,1.56,,1.3,,DWARF,,,13.468010000000001,0.130599,0.0813171,,38,0.001128226,,1.0,bright;knownplanet,24.199345,41.40546,38.55019672523899,28.980317622164506,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3773,ups And,01h36m47.84s,24.199345,+41d24m19.7s,41.40546,38.550201,28.980317,189576919,24.199298000000002,41.405459,-173.0,-381.0,3.653,STAR,2mass,0.12695918072922602,20180610,8.0,8.0,74.25,0.72,4.625,0.021,4.09565,0.023,,,,,,,,,,,3.175,0.21,2.957,0.17800000000000002,2.859,0.27399999999999997,,,,,,,,,,,0.231,6105.51,6.0929199999999994,0.0129123,,0.0997847,0.00972448,1.56,,1.3,,DWARF,,,13.468010000000001,0.130599,0.0813171,,38,0.001128226,,1.0,bright;knownplanet,24.199345,41.40546,38.55019672523899,28.980317622164506,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,K2-141,23h23m39.97s,350.916534,-01d11m21.4s,-1.189274,351.186588,2.507044,301235044,350.91656,-1.189298,113.179,24.2725,9.967,STAR,2mass,0.127366187971281,20180610,2.04317,1.2087,17.0145,0.81445,12.139000000000001,0.32899999999999996,11.454,0.023,15.6305,0.00953696,11.9478,0.000674153,10.7258,0.000516881,10.3734,0.000527559,10.9381,0.00213316,9.086,0.021,8.524,0.053,8.401,0.023,8.311,0.024,8.391,0.02,8.311,0.023,7.93,0.223,10.6158,0.000345996,0.017,4240.0,172.0,4.51471,0.42332,,,0.745799,0.15178599999999998,0.663014,0.0770816,DWARF,0.16195779999999999,0.06592371,58.7733,,0.0399708,,18,0.001972611,,0.0,planetcandidate,350.916534,-1.189274,351.1865888121491,2.507037093331838,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,K2-141,23h23m39.97s,350.916534,-01d11m21.4s,-1.189274,351.186588,2.507044,301235044,350.91656,-1.189298,113.179,24.2725,9.967,STAR,2mass,0.127366187971281,20180610,2.04317,1.2087,17.0145,0.81445,12.139000000000001,0.32899999999999996,11.454,0.023,15.6305,0.00953696,11.9478,0.000674153,10.7258,0.000516881,10.3734,0.000527559,10.9381,0.00213316,9.086,0.021,8.524,0.053,8.401,0.023,8.311,0.024,8.391,0.02,8.311,0.023,7.93,0.223,10.6158,0.000345996,0.017,4240.0,172.0,4.51471,0.42332,,,0.745799,0.15178599999999998,0.663014,0.0770816,DWARF,0.16195779999999999,0.06592371,58.7733,,0.0399708,,18,0.001972611,,0.0,planetcandidate,350.916534,-1.189274,351.1865888121491,2.507037093331838,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,HD 240210,23h10m29.23s,347.62179199999997,+57d01m46.0s,57.029456,23.095896,54.698857999999994,315415155,347.621854,57.029467000000004,18.0,7.9,6.638999999999999,STAR,2mass,0.127759272172331,20180610,1.6,1.6,,,9.885,0.024,8.27,0.005,15.1321,0.00866457,12.4375,0.0027864,12.142000000000001,0.00548307,11.3934,0.00641101,11.0008,0.00868136,5.306,0.05,4.587,0.036000000000000004,4.388,0.021,4.258,0.348,4.0089999999999995,0.18100000000000002,4.303999999999999,0.015,4.187,0.021,,,0.055,4297.0,,,,,,,,0.82,,GIANT,,,,,,,303,0.01215881,,0.0,knownplanet,347.62179199999997,57.029456,23.09587845910719,54.69885650042429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,HD 222155,23h38m00.31s,354.501282,+48d59m47.5s,48.996521,20.371298,45.840589,26370518,354.50122799999997,48.996518,195.226,-117.398,6.4670000000000005,STAR,2mass,0.12800321462278,20180610,0.028822800000000003,0.0343153,19.5504,0.278619,7.7589999999999995,0.022000000000000002,7.11716,0.023,,,,,,,,,,,5.885,0.024,5.579,0.018000000000000002,5.51,0.023,5.46,0.171,5.3660000000000005,0.052000000000000005,5.507000000000001,0.013999999999999999,5.462999999999999,0.031,6.897810000000001,0.000345996,0.018000000000000002,5765.0,,4.046069999999999,,-0.13279100000000002,0.0151549,1.67,,1.13,,DWARF,2.7753959999999998,,51.14985,1.07118,,,120,0.0041977229999999996,,0.003987205218306479,knownplanet,354.501282,48.996521,20.37128891537128,45.84058640641224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,K2-182,08h40m43.28s,130.180328,+10d58m58.6s,10.982941,129.662782,-7.0968350000000004,366631954,130.180295,10.982925999999999,-57.17,5.86,11.173,STAR,2mass,0.128519144439956,20180610,2.0,2.0,,,12.868,0.11199999999999999,11.833,0.069,15.247,0.00641978,12.5567,0.00116576,11.7948,0.00101081,11.5542,0.00132821,11.853,0.00333055,10.408,0.021,9.994,0.022000000000000002,9.913,0.023,9.845,0.023,9.917,0.02,9.896,0.054000000000000006,9.044,,,,0.037000000000000005,5219.0,183.0,4.45655,2.00373,,,0.923422,0.923422,0.8890418999999999,0.108676,DWARF,0.5699599,0.5699599,170.65900000000002,,0.029253300000000003,,26,0.000996717,,0.000877013176478648,planetcandidate,130.180328,10.982941,129.66278358903395,-7.096823964166384,0,0,0,0,0,0,1,0,0,0,0,0,0,1
917,K2-197,13h29m34.48s,202.393661,-07d22m26.4s,-7.374002000000001,203.447223,1.8642919999999998,179032688,202.39365,-7.373968,-44.4452,4.48265,11.47,STAR,2mass,0.128546055765923,20180610,0.9909399999999999,1.0712700000000002,,,12.884,0.03,12.199000000000002,0.034,,,,,,,,,,,10.880999999999998,0.022000000000000002,10.558,0.022000000000000002,10.479000000000001,0.024,10.425999999999998,0.023,10.468,0.021,10.487,0.076,8.831,,11.9064,0.000345996,0.018000000000000002,5579.0,187.0,4.38349,2.004,,,1.05716,1.05716,0.9847931000000001,0.124579,DWARF,0.9754458,0.9754458,285.128,,0.0366398,,26,0.07862673,,0.0,planetcandidate,202.393661,-7.374002000000001,203.447224586569,1.8642933513505573,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,HD 31253,04h54m43.65s,73.681892,+12d21m07.9s,12.352200999999999,73.808356,-10.174572999999999,436700755,73.68191999999999,12.352178,90.1421,-42.7595,6.577000000000001,STAR,2mass,0.128652671948917,20180610,0.04396219999999999,0.033435900000000005,17.227999999999998,0.334332,7.712999999999999,0.024,7.1326600000000004,0.023,,,,,,,,,,,6.06,0.023,5.8389999999999995,0.021,5.792000000000001,0.017,5.796,0.133,5.681,0.043,5.7860000000000005,0.015,5.734,0.051,6.9589300000000005,0.000345996,0.018000000000000002,5960.0,,4.06234,,0.18,0.1,1.71,,1.23,,DWARF,3.3240839999999996,,58.04504,1.51345,0.478933,,62,0.0007523625999999999,,0.00314645986933303,knownplanet,73.681892,12.352200999999999,73.80835859948434,-10.174565229690002,0,0,0,0,1,0,0,0,0,0,0,0,0,1
489,HD 196885,20h39m51.88s,309.966156,+11d14m58.7s,11.249649,315.82676200000003,28.554519,282257777,309.966183,11.249673,47.0,83.0,5.921,STAR,2mass,0.128659373466502,20180610,8.0,8.0,30.31,0.81,6.922999999999999,0.023,6.39677,0.023,,,,,,,,,,,5.414,0.027000000000000003,5.19,0.023,5.072,0.018000000000000002,5.063,0.191,4.917,0.086,5.1,0.015,5.029,0.027000000000000003,,,0.035,6254.0,,4.3111,,,,1.31,,1.28,,DWARF,2.365205,,32.99241,0.881684,0.0817198,,111,0.0035303820000000003,,1.0,bright;knownplanet,309.966156,11.249649,315.8267624964965,28.554507756873825,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,GJ 849,22h09m40.35s,332.418121,-04d38m26.6s,-4.640729,332.71949,6.277393,248027247,332.4181,-4.6407,1132.4,-22.3246,7.981,STAR,2mass,0.128752892719256,20180610,0.142748,0.0880385,113.24600000000001,0.324863,11.582,0.115,10.41,0.1,,,,,,,,,,,6.51,0.024,5.899,0.044000000000000004,5.593999999999999,0.017,,,,,,,,,9.05696,0.000345996,0.032,3428.0,,,,,,,,0.49,,DWARF,,,11.11454,0.025258799999999998,0.0701238,,22,0.0005320481,,0.0160630296952465,cdwrf,332.418121,-4.640729,332.71949100481686,6.277383730854596,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,HD 195019,20h28m18.63s,307.07763700000004,+18d46m10.2s,18.769497,315.290838,36.561706,210171104,307.077673,18.769508,349.79900000000004,-57.0107,6.229,STAR,2mass,0.128939532107029,20180610,0.0479176,0.0457592,26.4441,0.335113,7.556,0.023,6.87591,0.023,,,,,,,,,,,5.604,0.018000000000000002,5.325,0.02,5.256,0.016,,,,,,,,,6.692480000000001,0.000345996,0.017,5788.0,,,,0.04,0.1,,,1.07,,DWARF,,,37.81562,0.643193,,,207,0.0068544140000000005,,0.0,knownplanet,307.07763700000004,18.769497,315.2908385958114,36.56169523009222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,K2-91,04h12m52.34s,63.218063,+24d12m18.4s,24.205112,65.69812399999999,2.997057,56520147,63.2181,24.2051,35.23,-87.1,13.024000000000001,STAR,2mass,0.12894164047374002,20180610,2.0,2.0,,,17.085,,15.622,0.071,19.0414,0.018655599999999998,16.377,0.0042769,14.970999999999998,0.00448904,13.8829,0.00055485,12.8498,0.00397127,11.433,0.021,10.835,0.022000000000000002,10.571,0.021,10.415999999999999,0.023,10.284,0.02,10.218,0.07,8.923,,14.1056,0.000955007,0.040999999999999995,3622.0,,5.00651,,,,0.28,,0.29,,DWARF,0.01215639,,101.6904,,0.525663,,54,0.0017040120000000002,,0.0,cdwrf,63.218063,24.205112,65.69812496380064,2.9970630021871885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,K2-156,12h10m48.04s,182.70018000000002,-06d17m39.1s,-6.294205000000001,184.983205,-4.7012849999999995,176868262,182.70021599999998,-6.294207,-128.6,-34.53,12.208,STAR,2mass,0.129019833460752,20180610,2.0,2.0,,,14.637,0.034,13.4,0.114,,,,,,,,,,,11.139000000000001,0.03,10.572000000000001,0.026000000000000002,10.390999999999998,0.023,10.35,0.023,10.408,0.021,10.255999999999998,0.09300000000000001,8.607999999999999,,,,0.038,4377.0,174.0,4.56609,0.23754299999999998,,,0.7141810000000001,0.0734925,0.6843576,0.081174,DWARF,0.1686621,0.0347122,146.933,,0.057098699999999995,,12,0.03296607,,0.0,planetcandidate,182.70018000000002,-6.294205000000001,184.98320588485964,-4.701280347149133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,HD 285507,04h07m01.22s,61.755104,+15d20m06.1s,15.335032,62.711026000000004,-5.468526,389018596,61.755085,15.335063,124.59,-19.836,9.28019,STAR,2mass,0.129637565173526,20180610,0.15247,0.105026,22.3707,0.27921599999999996,11.603,0.051,10.49,0.03,15.8498,0.00967779,11.2922,0.000629749,10.0401,0.000455655,9.65324,0.0009613310000000001,10.4877,0.00223895,8.365,0.026000000000000002,7.811,0.049,7.665,0.026000000000000002,7.614,0.031,7.68,0.02,7.619,0.02,7.507999999999999,0.179,9.95376,0.000345996,0.0184297,4503.0,,4.66266,,,,0.66,,0.73,,DWARF,0.161358,,,,0.42243,,26,0.0005147355000000001,,0.0,knownplanet,61.755104,15.335032,62.7110287920967,-5.4685198798955605,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3748,eps Eri,03h32m55.84s,53.232685,-09d27m29.7s,-9.458262,48.167763,-27.715767,118572803,53.232662,-9.45829,-976.0,18.0,3.215,STAR,2mass,0.129735669800807,20180610,8.0,8.0,310.75,0.85,4.6160000000000005,0.018000000000000002,3.7154800000000003,0.023,,,,,,,,,,,2.228,0.298,1.88,0.276,1.776,0.28600000000000003,,,,,,,,,,,0.114,5065.0,25.0,0.027999999999999997,,-0.05,0.1,,,0.83,,DWARF,,,3.218021,0.00880231,0.039180599999999996,,25,1.125502e-05,,1.0,bright;knownplanet,53.232685,-9.458262,48.16777022551847,-27.715763147500656,0,0,0,1,0,0,0,0,0,0,0,0,0,1
997,K2-259,12h27m12.65s,186.802689,+01d34m00.7s,1.566849,185.624866,4.139569,377259959,186.80266899999998,1.566819,2.01209,4.48873,11.925999999999998,STAR,2mass,0.129784915235135,20180610,0.9145479999999999,0.914537,,,13.113,0.023,12.511,0.114,14.4742,0.00389466,15.1487,0.010511,14.657,0.0107315,15.7357,0.014281799999999999,12.7256,0.00459475,11.425,0.024,11.18,0.025,11.115,0.026000000000000002,11.062000000000001,0.023,11.084000000000001,0.022000000000000002,11.015999999999998,0.152,8.877,,12.295,0.000397276,0.018000000000000002,6014.0,101.0,4.36,0.15,0.19,0.09,1.17934,0.230291,1.1881950000000001,0.097761,DWARF,1.6391759999999997,0.6401685,448.897,,0.019278200000000002,,18,0.1823443,,0.0,planetcandidate,186.802689,1.566849,185.62486890829686,4.13957389003975,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,K2-7,11h08m22.50s,167.093765,-01d03m56.7s,-1.065755,168.544432,-6.078772,53210555,167.093741,-1.065728,-3.2599400000000003,-23.769000000000002,12.539000000000001,STAR,2mass,0.130039292227399,20180610,2.23445,2.23444,,,13.902000000000001,0.036000000000000004,13.453,0.092,15.4839,0.00696868,13.9154,0.00259266,13.1346,0.00155097,14.6056,0.0119674,13.7299,0.00785317,11.952,0.022000000000000002,11.628,0.023,11.564,0.021,11.527000000000001,0.023,11.572000000000001,0.021,11.554,0.233,8.838,,12.9741,0.000547968,0.018000000000000002,5772.0,,4.46066,,-0.26,0.1,0.96,,0.97,,DWARF,0.9216,,503.69199999999995,,0.0441985,,21,0.003346263,,0.000356205265118569,knownplanet,167.093765,-1.065755,168.54443228571665,-6.078764081980113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,HD 68988,08h18m22.17s,124.59238400000001,+61d27m38.6s,61.460724,110.900628,40.507943,73312938,124.592404,61.460758999999996,128.225,30.7506,7.604,STAR,2mass,0.130611163130787,20180610,0.048469099999999994,0.0520785,16.679000000000002,0.24144200000000002,8.838,0.025,8.2,0.03,,,,,,,,,,,7.06,0.021,6.812,0.02,6.742999999999999,0.024,6.715,0.07200000000000001,6.71,0.022000000000000002,6.756,0.015,6.707999999999999,0.067,8.00658,0.000345996,0.018000000000000002,5960.0,,,,0.3,0.1,,,1.18,,DWARF,,,59.955630000000006,1.3842700000000001,0.050914,,14,0.0001286076,,0.0,knownplanet,124.59238400000001,61.460724,110.9006277550915,40.507954353299155,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,BD-11 4672,18h33m28.84s,278.370148,-11d38m09.7s,-11.636039,278.367865,11.56045,217831699,278.370158,-11.636074,-288.277,-235.614,8.64835,STAR,2mass,0.130840658620221,20180610,0.13783099999999998,0.105051,36.7205,0.261449,11.243,0.033,10.03,0.03,,,,,,,,,,,7.651,0.023,7.031000000000001,0.031,6.867000000000001,0.024,,,,,,,,,9.3788,0.000345996,0.017679900000000002,4475.0,,4.7623,,,,0.52,,0.57,,DWARF,0.09769528,,,,,,1074,0.14864660000000002,,0.0103441712255565,knownplanet,278.370148,-11.636039,278.3678684956861,11.560439201656736,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,HD 128311,14h36m00.56s,219.00233500000002,+09d44m47.5s,9.746518,213.22891,23.706316,349606708,219.00231000000002,9.746545,204.84,-251.36,6.608,STAR,2mass,0.131589139703825,20180610,2.0,2.0,60.35,0.99,8.422,,7.48,0.03,,,,,,,,,,,5.772,0.018000000000000002,5.303,0.031,5.142,0.017,,,,,,,,,,,0.027999999999999997,4917.0,25.0,0.027999999999999997,,0.1,0.1,0.76,,0.83,,DWARF,,,,,0.0279447,,14,0.0001470182,,0.0110407936954393,knownplanet,219.00233500000002,9.746518,213.22891715675328,23.706315115953256,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,HD 128311,14h36m00.56s,219.00233500000002,+09d44m47.5s,9.746518,213.22891,23.706316,349606708,219.00231000000002,9.746545,204.84,-251.36,6.608,STAR,2mass,0.131589139703825,20180610,2.0,2.0,60.35,0.99,8.422,,7.48,0.03,,,,,,,,,,,5.772,0.018000000000000002,5.303,0.031,5.142,0.017,,,,,,,,,,,0.027999999999999997,4917.0,25.0,0.027999999999999997,,0.1,0.1,0.76,,0.83,,DWARF,,,,,0.0279447,,14,0.0001470182,,0.0110407936954393,knownplanet,219.00233500000002,9.746518,213.22891715675328,23.706315115953256,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,K2-85,03h57m51.45s,59.46439399999999,+18d27m54.9s,18.465254,61.170745999999994,-1.970115,14160842,59.464424,18.465277,89.01,-77.81,11.204,STAR,2mass,0.13171839035868402,20180610,2.0,2.0,,,13.795,0.044000000000000004,12.415999999999999,0.069,,,,,,,,,,,10.229,0.024,9.613,0.024,9.466000000000001,0.018000000000000002,9.394,0.023,9.461,0.021,9.412,0.04,8.35,,11.9195,0.000345996,0.018000000000000002,4268.0,,4.77916,,,,0.51,,0.57,,DWARF,0.07775579,,104.805,,0.303277,,39,0.003161815,,0.0,knownplanet,59.46439399999999,18.465254,61.17074833699546,-1.9701093834818697,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956,K2-227,12h43m47.63s,190.94847099999998,-08d28m41.7s,-8.478236,193.380678,-3.471103,156599123,190.948508,-8.478236,-20.2,-18.0,10.982000000000001,STAR,2mass,0.13174438211144,20180610,2.9,3.2,,,12.675,0.49200000000000005,12.015,0.034,15.0215,0.00937499,12.0551,0.00079072,11.5771,0.000583621,11.4074,0.000380014,11.6605,0.00263479,10.392999999999999,0.023,10.055,0.027000000000000003,10.005,0.021,9.962,0.023,9.997,0.02,9.999,0.057,8.677999999999999,,11.4189,0.000345996,0.018000000000000002,5491.47,117.648,,,-0.0909982,0.012411799999999999,1.02403,1.02403,0.9624088,0.120429,DWARF,0.8591690999999999,0.8591690999999999,231.033,,0.035468400000000004,,26,0.18240789999999998,,0.0,planetcandidate,190.94847099999998,-8.478236,193.38067933274388,-3.471099792653524,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,K2-123,08h57m46.60s,134.444183,+21d27m12.7s,21.453533,130.79542800000002,4.086119999999999,197249801,134.4442,21.4535,-16.06,-60.95,13.06,STAR,2mass,0.131749198275405,20180610,2.0,2.0,,,16.292,0.10099999999999999,14.780999999999999,0.034,18.1689,0.013715200000000002,15.607999999999999,0.00344033,14.2133,0.00360492,13.8135,0.00107376,13.1242,0.00354216,11.907,0.02,11.25,0.023,11.055,0.022000000000000002,10.960999999999999,0.023,10.981,0.021,10.919,0.129,8.525,,13.9301,0.0008740460000000001,0.047,4075.67,,4.73959,,,,0.57,,0.65,,DWARF,0.08076821,,208.0167,,0.0258829,,19,0.03001966,,0.0,cdwrf,134.444183,21.453533,130.79543004625788,4.0861308071836895,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,HIP 75458,15h24m55.77s,231.232391,+58d57m57.8s,58.966064,184.949712,71.09354300000001,165722603,231.232439,58.966037,-8.1,16.2,2.656,STAR,2mass,0.131849209004281,20180610,0.7,0.8,31.92,0.51,4.467,0.016,3.2966800000000003,0.023,,,,,,,,,,,1.2930000000000001,0.22,0.7240000000000001,0.146,0.6709999999999999,0.2,-1.54,,-0.467,,0.74,0.045,0.624,0.009000000000000001,3.64621,0.000345996,0.035,4530.0,,,,,,,,1.05,,GIANT,,,31.32832,0.500546,0.0108043,,33,7.223251999999999e-05,,1.0,bright;knownplanet,231.232391,58.966064,184.94974426591355,71.09354753665995,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,HD 142415,15h57m40.79s,239.419968,-60d12m00.9s,-60.200256,251.082629,-38.753555,342041655,239.420008,-60.200287,-112.902,-101.882,6.757999999999999,STAR,2mass,0.13257419500117998,20180610,0.0476884,0.0526058,28.0373,0.258318,7.899,,7.33,0.03,,,,,,,,,,,6.235,0.019,5.99,0.049,5.892,0.023,5.9079999999999995,0.11199999999999999,5.824,0.044000000000000004,5.907,0.015,5.882000000000001,0.044000000000000004,7.14388,0.000345996,0.017,6045.0,,,,0.10406800000000001,0.0195283,,,1.03,,DWARF,,,35.66677,0.503618,,,667,0.01500175,,0.0,knownplanet,239.419968,-60.200256,251.08262430865094,-38.75356167002608,0,0,0,0,0,0,0,0,0,0,0,1,0,1
327,HD 117207,13h29m21.11s,202.337967,-35d34m15.6s,-35.570995,214.39370099999996,-24.251219,405501056,202.33801100000002,-35.570986,-205.99900000000002,-71.4972,6.61,STAR,2mass,0.13285321677991602,20180610,0.0561025,0.0434389,30.8443,0.24500100000000002,7.985,0.022000000000000002,7.26,0.03,,,,,,,,,,,6.034,0.019,5.749,0.038,5.65,0.02,5.619,0.141,5.502999999999999,0.049,5.655,0.013000000000000001,5.604,0.038,7.0366100000000005,0.000345996,0.017,5724.0,,,,0.17,0.1,,,1.08,,DWARF,,,32.4209,0.40713,0.06423390000000001,,63,0.00021087770000000002,,0.0,knownplanet,202.337967,-35.570995,214.39369734943486,-24.251219673946366,0,0,0,0,0,0,0,0,0,1,0,0,0,1
102,GJ 1132,10h14m51.78s,153.71573700000002,-47d09m24.2s,-47.156727000000004,181.44556200000002,-52.418931,101955023,153.7157,-47.1567,-1053.5,414.46,10.937999999999999,STAR,2mass,0.132859857256404,20180610,2.0,2.0,,,,,13.68,0.2,,,,,,,,,,,9.245,0.026000000000000002,8.666,0.031,8.322000000000001,0.027000000000000003,,,,,,,,,,,0.059000000000000004,3202.0,,4.86375,,,,0.26,,0.18,,DWARF,,,29.119429999999998,,,,184,0.07442581,,0.0147782709916428,cdwrf,153.71573700000002,-47.156727000000004,181.44555159420844,-52.41892515161778,0,0,0,0,0,0,0,0,1,0,0,0,0,1
103,GJ 1132,10h14m51.78s,153.71573700000002,-47d09m24.2s,-47.156727000000004,181.44556200000002,-52.418931,101955023,153.7157,-47.1567,-1053.5,414.46,10.937999999999999,STAR,2mass,0.132859857256404,20180610,2.0,2.0,,,,,13.68,0.2,,,,,,,,,,,9.245,0.026000000000000002,8.666,0.031,8.322000000000001,0.027000000000000003,,,,,,,,,,,0.059000000000000004,3202.0,,4.86375,,,,0.26,,0.18,,DWARF,,,29.119429999999998,,,,184,0.07442581,,0.0147782709916428,cdwrf,153.71573700000002,-47.156727000000004,181.44555159420844,-52.41892515161778,0,0,0,0,0,0,0,0,1,0,0,0,0,1
769,HIP 70849,14h29m18.56s,217.32734700000003,-46d27m49.7s,-46.463817999999996,230.799411,-29.932401000000002,127382459,217.3273,-46.4638,-44.4767,-202.06,8.79,STAR,2mass,0.13335016137095598,20180610,0.12300599999999999,0.09350950000000001,41.3012,0.289673,11.764000000000001,0.025,10.421,0.067,,,,,,,,,,,7.638999999999999,0.023,7.006,0.061,6.79,0.027000000000000003,6.704,0.051,6.72,0.019,6.671,0.016,6.587000000000001,0.064,9.57705,0.000345996,0.026000000000000002,4805.0,,,,,,,,,,DWARF,,,27.750459999999997,0.16863499999999998,,,227,0.0034330690000000004,,0.00824191177163915,cdwrf,217.32734700000003,-46.463817999999996,230.7994070603988,-29.93240496974596,0,0,0,0,0,0,0,0,0,0,0,0,0,0
