loc_rowid,pl_hostname,ra_str,ra,dec_str,dec,st_elon,st_elat,MatchID,MatchRA,MatchDEC,pmRA,pmDEC,Tmag,objType,typeSrc,dstArcSec,version,e_pmRA,e_pmDEC,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,duplicate_id,priority,splist
85,CoRoT-29,18h35m36.50s,278.902103,+06d28m46.7s,6.479651,280.186009,29.604712,370736259,278.902104,6.479653,-5.75471,-18.0661,14.455,STAR,2mass,0.00803958658624704,20180610,2.11944,2.12426,NaN,NaN,16.588,0.014,15.408,0.126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.565,0.021,13.12,0.021,13.048,0.031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.1101,0.00163156,0.017,5260,NaN,4.51672,NaN,NaN,NaN,0.9,NaN,0.97,NaN,DWARF,0.558628,NaN,768.698,NaN,NaN,NaN,424,0.6691039,,0.000107218065027785,knownplanet
77,CoRoT-22,18h42m40.11s,280.667115,+06d13m08.9s,6.219136,282.170394,29.208872,323094535,280.667116,6.219138,8.46745,12.6605,13.114,STAR,2mass,0.00804039216759054,20180610,2.17317,2.10693,NaN,NaN,14.74,0.041,13.82,0.114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.414,0.027,12.099,0.027,11.988,0.026,11.889,0.025,11.95,0.027,11.564,0.22,8.87,NaN,13.6333,0.000754238,0.019,5939,NaN,4.36601,NaN,NaN,NaN,1.14,NaN,1.1,NaN,DWARF,1.456658,NaN,NaN,NaN,NaN,NaN,614,0.1092928,,0.00023470707466232,knownplanet
3653,WASP-37,14h47m46.56s,221.943987,+01d03m53.9s,1.064966,219.16421,16.432301,368805700,221.943989,1.064965,-27.3799,18.0159,12.052,STAR,2mass,0.00804873227129746,20180610,2.28945,2.28945,NaN,NaN,13.305,0.014,12.815,0.103,14.8866,0.00531383,15.6574,0.0130508,12.6596,0.0011231,14.7223,0.0114361,13.1247,0.00628173,11.499,0.022,11.181,0.026,11.093,0.023,11.072,0.023,11.091,0.02,11.182,0.141,9.294,NaN,12.4609,0.000429532,0.018,5800,NaN,4.40691,NaN,NaN,NaN,1,NaN,0.93,NaN,DWARF,1.019546,NaN,414.892,NaN,0.0526816,NaN,27,0.001383588,,0.000466046540421997,knownplanet
74,CoRoT-2,19h27m06.49s,291.777056,+01d23m01.4s,1.383714,293.768937,23.043958,391958006,291.777057,1.383716,-3.78562,-10.9617,11.558,STAR,2mass,0.00804937525429903,20180610,0.84082,0.840852,NaN,NaN,13.346,0.083,12.516,0.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.783,0.028,10.438,0.037,10.31,0.031,10.064,0.023,10.098,0.019,10.189,0.074,9.035,NaN,12.1321,0.000368051,0.019,5625,NaN,4.50262,NaN,-0.04,0.1,0.91,NaN,0.96,NaN,DWARF,0.7469088,NaN,347.464,NaN,NaN,NaN,453,0.6858341,,0.00073481456967696,knownplanet
87,CoRoT-4,06h48m46.72s,102.194663,-00d40m22.0s,-0.672774,103.321178,-23.549905,36440357,102.194661,-0.672775,-4.51274,-2.26571,13.118,STAR,2mass,0.00804940079400702,20180610,2.1651,2.1651,NaN,NaN,14.272,0.032,13.652,0.092,15.5452,0.00520717,14.3082,0.00409284,15.1978,0.0123776,14.0739,0.012555,13.7405,0.00458712,12.619,0.026,12.359,0.029,12.288,0.03,12.194,0.022,12.246,0.024,12.152,0.354,8.832,NaN,13.4852,0.000701392,0.019,6190,NaN,4.36651,NaN,NaN,NaN,1.17,NaN,1.16,NaN,DWARF,1.810627,NaN,908.6,NaN,NaN,NaN,253,0.02399472,,0.000215461517007308,knownplanet
73,CoRoT-19,06h28m08.06s,97.033582,-00d10m14.5s,-0.170681,97.668836,-23.422926,42821097,97.033583,-0.170683,4.41392,-5.39435,13.098,STAR,2mass,0.00804983755913247,20180610,2.16307,2.16834,NaN,NaN,14.905,NaN,14.135,0.149,15.9662,0.00468533,14.4123,0.00242741,13.7257,0.00233767,13.4259,0.00255212,13.2554,0.00281951,12.324,0.024,11.961,0.022,11.837,0.024,11.763,0.022,11.787,0.022,12.08,0.254,9.147,NaN,13.6704,0.000768137,0.018,6090,NaN,4.08625,NaN,NaN,NaN,1.65,NaN,1.21,NaN,DWARF,3.373897,NaN,699.998,NaN,NaN,NaN,182,0.06382153,,0.000129880727624501,knownplanet
72,CoRoT-18,06h32m41.38s,98.17241,-00d01m53.7s,-0.031586,98.898264,-23.218794,37168957,98.172412,-0.031587,4.71704,-1.4986,14.165,STAR,2mass,0.00804984372277482,20180610,2.18656,2.18656,NaN,NaN,15.751,0.063,14.868,0.172,16.9794,0.00717771,15.387,0.00364237,14.7454,0.00447369,14.5159,0.00433733,14.4078,0.00465093,13.441,0.024,13.081,0.031,13.014,0.03,12.955,0.025,12.955,0.029,11.968,NaN,8.771,NaN,14.7021,0.00130351,0.018,5440,NaN,4.41615,NaN,NaN,NaN,1,NaN,0.95,NaN,DWARF,0.7890242,NaN,NaN,NaN,NaN,NaN,187,0.1357447,,0.00011274001139131,knownplanet
1292,Kepler-1102,18h45m17.42s,281.322565,+48d03m59.4s,48.066505,293.257242,70.593018,47976987,281.322568,48.066504,5.60185,-1.27985,14.412,STAR,2mass,0.00806531282235378,20180610,2.14011,2.14011,NaN,NaN,16.027,0.045,14.928,0.126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.838,0.027,13.48,0.027,13.381,0.042,13.426,0.024,13.475,0.027,12.655,NaN,9.298,NaN,14.8375,0.00140266,0.019,5724,NaN,4.47444,NaN,NaN,NaN,0.94,NaN,0.96,NaN,DWARF,0.8545725,NaN,1103.47,NaN,0.0551,NaN,85,0.03725361,,0.000207213371983802,knownplanet
1114,KIC 10525077,19h09m30.74s,287.378077,+47d46m16.3s,47.771187,304.329435,69.148355,158489091,287.37808,47.771186,5.34092,-1.87985,14.756,STAR,2mass,0.00810230490235348,20180610,2.14011,2.14011,NaN,NaN,15.959,0.151,15.592,0.115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.143,0.022,13.869,0.031,13.754,0.046,13.751,0.024,13.796,0.029,13.13,NaN,9.318,NaN,15.2108,0.00172755,0.018,6091,NaN,4.43411,NaN,NaN,NaN,1.01,NaN,1.01,NaN,DWARF,1.265004,NaN,1296.27,NaN,0.0626,NaN,103,0.217451,,0.000131366318429053,knownplanet
2815,Kepler-506,18h58m32.44s,284.635187,+40d43m11.4s,40.719832,294.859281,62.901699,120317234,284.63519,40.719832,2.51535,-2.37509,10.381,STAR,2mass,0.00818541274565594,20180610,3.37333,0.883889,3.92256,0.58536,11.565,0.142,11.094,0.01,14.4159,0.00762649,11.1696,0.000632325,10.8327,0.000754794,10.6678,0.000675623,11.1739,0.00290188,9.911,0.022,9.665,0.022,9.617,0.017,9.577,0.022,9.599,0.02,9.571,0.034,9.176,0.423,10.7259,0.000345996,0.018,6236,NaN,4.36288,NaN,NaN,NaN,1.19,NaN,1.19,NaN,DWARF,1.929359,NaN,254.9357,42.7491,0.138292,NaN,92,0.01011122,,0.00198410148958318,knownplanet
1208,Kepler-1046,19h47m01.38s,296.755759,+46d59m53.8s,46.998291,318.900854,65.955748,272601000,296.755762,46.99829,6.80321,-3.08015,12.72,STAR,2mass,0.00819849216397855,20180610,2.09377,2.09377,NaN,NaN,14.007,0.039,13.347,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.123,0.021,11.829,0.018,11.73,0.018,11.701,0.023,11.716,0.021,11.677,0.158,9.427,NaN,13.1626,0.000599849,0.018,5913,NaN,4.42139,NaN,NaN,NaN,1.04,NaN,1.04,NaN,DWARF,1.191223,NaN,721.534,NaN,NaN,NaN,209,0.08281107,,0.000621268263270564,knownplanet
3401,Kepler-96,19h48m16.71s,297.069643,+40d31m30.5s,40.525141,313.655987,59.928362,169081296,297.06964,40.525141,33.8942,12.7007,9.827,STAR,2mass,0.00820930588699877,20180610,1.3266,0.886832,7.77674,0.318118,11.247,0.085,10.568,0.006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.26,0.024,8.928,0.027,8.868,0.02,8.841,0.022,8.888,0.02,8.84,0.031,8.718,NaN,10.2471,0.000345996,0.018,5690,NaN,4.42123,NaN,0.03,0.1,1.02,NaN,1,NaN,DWARF,0.9825261,NaN,128.5886,7.23016,NaN,NaN,323,0.331611,,0.00303179885998273,knownplanet
1777,Kepler-148,19h19m08.69s,289.786216,+46d51m31.6s,46.858788,307.644897,67.7289,159171904,289.786213,46.858789,-6.15895,2.17233,14.664,STAR,2mass,0.00821575458944972,20180610,2.1438,2.1438,NaN,NaN,16.627,0.163,15.398,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.903,0.027,13.527,0.029,13.359,0.031,13.382,0.024,13.441,0.028,12.606,NaN,9.446,NaN,15.2273,0.001744,0.019,5272,NaN,NaN,NaN,NaN,NaN,0.85,NaN,NaN,NaN,DWARF,0.502845,NaN,NaN,NaN,NaN,NaN,111,0.02104793,,0.000179302706466481,knownplanet
1778,Kepler-148,19h19m08.69s,289.786216,+46d51m31.6s,46.858788,307.644897,67.7289,159171904,289.786213,46.858789,-6.15895,2.17233,14.664,STAR,2mass,0.00821575458944972,20180610,2.1438,2.1438,NaN,NaN,16.627,0.163,15.398,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.903,0.027,13.527,0.029,13.359,0.031,13.382,0.024,13.441,0.028,12.606,NaN,9.446,NaN,15.2273,0.001744,0.019,5272,NaN,NaN,NaN,NaN,NaN,0.85,NaN,NaN,NaN,DWARF,0.502845,NaN,NaN,NaN,NaN,NaN,111,0.02104793,,0.000179302706466481,knownplanet
1779,Kepler-148,19h19m08.69s,289.786216,+46d51m31.6s,46.858788,307.644897,67.7289,159171904,289.786213,46.858789,-6.15895,2.17233,14.664,STAR,2mass,0.00821575458944972,20180610,2.1438,2.1438,NaN,NaN,16.627,0.163,15.398,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.903,0.027,13.527,0.029,13.359,0.031,13.382,0.024,13.441,0.028,12.606,NaN,9.446,NaN,15.2273,0.001744,0.019,5272,NaN,NaN,NaN,NaN,NaN,0.85,NaN,NaN,NaN,DWARF,0.502845,NaN,NaN,NaN,NaN,NaN,111,0.02104793,,0.000179302706466481,knownplanet
2900,Kepler-564,19h47m21.21s,296.838379,+46d37m35.1s,46.626404,318.628638,65.596551,272838324,296.838376,46.626403,-5.39564,-2.95816,14.169,STAR,2mass,0.00824444199108739,20180610,2.09899,2.09899,NaN,NaN,15.726,0.021,14.883,0.172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.55,0.024,13.164,0.024,13.09,0.03,13.12,0.024,13.189,0.026,12.449,NaN,9.04,NaN,14.6276,0.00125261,0.018,5626,NaN,4.48858,NaN,NaN,NaN,0.92,NaN,0.95,NaN,DWARF,0.7639576,NaN,915.28,NaN,NaN,NaN,187,0.04069447,,0.000231004326501535,knownplanet
1298,Kepler-1108,19h44m10.16s,296.042339,+45d59m06.5s,45.985146,316.77561,65.250558,272083644,296.042336,45.985145,-6.02946,-3.24895,14.337,STAR,2mass,0.00832315352597783,20180610,2.10192,2.10192,NaN,NaN,15.335,0.065,15.132,0.195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.686,0.021,13.262,0.022,13.172,0.03,13.188,0.025,13.218,0.027,12.795,0.405,9.068,NaN,14.8191,0.00138861,0.018,5406,NaN,4.53435,NaN,NaN,NaN,0.84,NaN,0.88,NaN,DWARF,0.542947,NaN,784.568,NaN,NaN,NaN,210,0.3459947,,0.000223097133897192,knownplanet
1264,Kepler-1086,19h41m00.28s,295.251155,+45d50m34.7s,45.842972,315.435152,65.3478,271545939,295.251158,45.842971,6.5259,-2.56015,14.683,STAR,2mass,0.00834051368116697,20180610,2.10192,2.10192,NaN,NaN,16.901,0.066,16.002,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.691,0.023,13.067,0.026,12.941,0.028,12.866,0.024,12.912,0.025,12.679,0.285,9.711,NaN,15.4097,0.00193876,0.018,4350,NaN,4.64444,NaN,NaN,NaN,0.66,NaN,0.7,NaN,GIANT,0.1405205,NaN,NaN,NaN,NaN,NaN,176,0.3399641,,0.000239669491792425,knownplanet
1265,Kepler-1086,19h41m00.28s,295.251155,+45d50m34.7s,45.842972,315.435152,65.3478,271545939,295.251158,45.842971,6.5259,-2.56015,14.683,STAR,2mass,0.00834051368116697,20180610,2.10192,2.10192,NaN,NaN,16.901,0.066,16.002,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.691,0.023,13.067,0.026,12.941,0.028,12.866,0.024,12.912,0.025,12.679,0.285,9.711,NaN,15.4097,0.00193876,0.018,4350,NaN,4.64444,NaN,NaN,NaN,0.66,NaN,0.7,NaN,GIANT,0.1405205,NaN,NaN,NaN,NaN,NaN,176,0.3399641,,0.000239669491792425,knownplanet
1413,Kepler-120,19h11m33.99s,287.891632,+39d20m20.8s,39.339124,299.316718,60.970058,121458707,287.891635,39.339124,-12.3792,-7.15694,13.924,STAR,2mass,0.00835280143169063,20180610,2.11719,2.11719,NaN,NaN,16.912,0.063,14.995,0.012,18.1673,0.0148624,15.7878,0.00329395,15.0778,0.0103561,14.3412,0.00349324,14.1126,0.0041246,13.019,0.023,12.418,0.026,12.307,0.024,12.256,0.023,12.328,0.023,12.44,0.347,9.254,NaN,14.5898,0.00122766,0.018,4096,NaN,NaN,NaN,NaN,NaN,0.53,NaN,NaN,NaN,GIANT,0.07123382,NaN,NaN,NaN,NaN,NaN,159,0.07132985,,0.000585202731847205,knownplanet
1414,Kepler-120,19h11m33.99s,287.891632,+39d20m20.8s,39.339124,299.316718,60.970058,121458707,287.891635,39.339124,-12.3792,-7.15694,13.924,STAR,2mass,0.00835280143169063,20180610,2.11719,2.11719,NaN,NaN,16.912,0.063,14.995,0.012,18.1673,0.0148624,15.7878,0.00329395,15.0778,0.0103561,14.3412,0.00349324,14.1126,0.0041246,13.019,0.023,12.418,0.026,12.307,0.024,12.256,0.023,12.328,0.023,12.44,0.347,9.254,NaN,14.5898,0.00122766,0.018,4096,NaN,NaN,NaN,NaN,NaN,0.53,NaN,NaN,NaN,GIANT,0.07123382,NaN,NaN,NaN,NaN,NaN,159,0.07132985,,0.000585202731847205,knownplanet
1794,Kepler-1491,19h34m31.14s,293.629756,+45d44m26.3s,45.740651,312.832513,65.703008,270617233,293.629753,45.740652,2.04413,-3.56404,14.984,STAR,2mass,0.00835298657652799,20180610,2.15369,2.15369,NaN,NaN,16.519,-0.051,15.796,0.149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.323,0.028,13.995,0.04,13.949,0.057,13.91,0.027,13.934,0.032,12.526,NaN,9.483,NaN,15.4734,0.00201314,0.019,5728,NaN,4.44716,NaN,NaN,NaN,0.99,NaN,1,NaN,DWARF,0.9505547,NaN,NaN,NaN,NaN,NaN,149,0.4332451,,0.000101024951082007,knownplanet
2380,Kepler-295,19h01m23.00s,285.345843,+45d22m04.0s,45.367786,298.77659,67.280189,164890864,285.34584,45.367787,-5.67504,2.79874,13.824,STAR,2mass,0.00839829136382814,20180610,2.15307,2.15307,NaN,NaN,15.594,0.064,14.631,0.137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.145,0.025,12.763,0.022,12.717,0.028,12.63,0.023,12.667,0.024,13.115,0.515,9.383,NaN,14.3277,0.00107015,0.018,5603,NaN,NaN,NaN,NaN,NaN,0.9,NaN,NaN,NaN,DWARF,0.7192208,NaN,NaN,NaN,NaN,NaN,107,0.04484478,,0.000330214764724593,knownplanet
2381,Kepler-295,19h01m23.00s,285.345843,+45d22m04.0s,45.367786,298.77659,67.280189,164890864,285.34584,45.367787,-5.67504,2.79874,13.824,STAR,2mass,0.00839829136382814,20180610,2.15307,2.15307,NaN,NaN,15.594,0.064,14.631,0.137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.145,0.025,12.763,0.022,12.717,0.028,12.63,0.023,12.667,0.024,13.115,0.515,9.383,NaN,14.3277,0.00107015,0.018,5603,NaN,NaN,NaN,NaN,NaN,0.9,NaN,NaN,NaN,DWARF,0.7192208,NaN,NaN,NaN,NaN,NaN,107,0.04484478,,0.000330214764724593,knownplanet
2382,Kepler-295,19h01m23.00s,285.345843,+45d22m04.0s,45.367786,298.77659,67.280189,164890864,285.34584,45.367787,-5.67504,2.79874,13.824,STAR,2mass,0.00839829136382814,20180610,2.15307,2.15307,NaN,NaN,15.594,0.064,14.631,0.137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.145,0.025,12.763,0.022,12.717,0.028,12.63,0.023,12.667,0.024,13.115,0.515,9.383,NaN,14.3277,0.00107015,0.018,5603,NaN,NaN,NaN,NaN,NaN,0.9,NaN,NaN,NaN,DWARF,0.7192208,NaN,NaN,NaN,NaN,NaN,107,0.04484478,,0.000330214764724593,knownplanet
1686,Kepler-1406,19h28m19.65s,292.081863,+38d54m54.1s,38.915023,305.397011,59.669993,137483383,292.081866,38.915023,-0.828191,-11.8158,12.834,STAR,2mass,0.00840324743012566,20180610,2.18021,2.18083,NaN,NaN,13.947,0.066,13.39,0.114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.227,0.023,11.908,0.021,11.88,0.021,11.81,0.023,11.863,0.021,12.689,0.479,9.317,NaN,13.284,0.000636038,0.018,5892,NaN,4.36118,NaN,NaN,NaN,1.12,NaN,1.05,NaN,DWARF,1.362014,NaN,572.403,NaN,NaN,NaN,239,0.3292911,,0.00041412885471285,knownplanet
3364,Kepler-93,19h25m40.39s,291.418281,+38d40m20.5s,38.672354,304.27855,59.588651,137151335,291.418284,38.672354,-29.6985,-5.57052,9.372,STAR,2mass,0.00843190575526101,20180610,1.24357,1.13287,10.1317,0.338278,10.731,0.062,9.996,0.004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.771,0.019,8.446,0.017,8.37,0.019,8.338,0.023,8.37,0.021,8.334,0.021,8.027,0.173,9.81643,0.000345996,0.017,5669,NaN,4.46989,NaN,-0.15,0.1,0.92,NaN,0.91,NaN,DWARF,0.7875828,NaN,98.70012,4.40463,NaN,NaN,205,0.05390027,,0.00485304136615532,knownplanet
3365,Kepler-93,19h25m40.39s,291.418281,+38d40m20.5s,38.672354,304.27855,59.588651,137151335,291.418284,38.672354,-29.6985,-5.57052,9.372,STAR,2mass,0.00843190575526101,20180610,1.24357,1.13287,10.1317,0.338278,10.731,0.062,9.996,0.004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.771,0.019,8.446,0.017,8.37,0.019,8.338,0.023,8.37,0.021,8.334,0.021,8.027,0.173,9.81643,0.000345996,0.017,5669,NaN,4.46989,NaN,-0.15,0.1,0.92,NaN,0.91,NaN,DWARF,0.7875828,NaN,98.70012,4.40463,NaN,NaN,205,0.05390027,,0.00485304136615532,knownplanet
1248,Kepler-1073,19h36m36.65s,294.1527,+38d13m59.0s,38.233048,307.996868,58.528021,138568416,294.152697,38.233048,0.334889,8.89686,13.966,STAR,2mass,0.00848340068513994,20180610,2.10885,2.10885,NaN,NaN,15.405,0.043,14.749,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.332,0.025,12.957,0.027,12.924,0.032,12.834,0.024,12.912,0.026,12.3,NaN,8.953,NaN,14.436,0.00113216,0.018,5792,NaN,4.43843,NaN,NaN,NaN,1,NaN,1,NaN,DWARF,1.013932,NaN,856.63,NaN,NaN,NaN,290,0.1150307,,0.000207609474771985,knownplanet
1249,Kepler-1073,19h36m36.65s,294.1527,+38d13m59.0s,38.233048,307.996868,58.528021,138568416,294.152697,38.233048,0.334889,8.89686,13.966,STAR,2mass,0.00848340068513994,20180610,2.10885,2.10885,NaN,NaN,15.405,0.043,14.749,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.332,0.025,12.957,0.027,12.924,0.032,12.834,0.024,12.912,0.026,12.3,NaN,8.953,NaN,14.436,0.00113216,0.018,5792,NaN,4.43843,NaN,NaN,NaN,1,NaN,1,NaN,DWARF,1.013932,NaN,856.63,NaN,NaN,NaN,290,0.1150307,,0.000207609474771985,knownplanet
3716,WASP-93,00h37m50.11s,9.458792,+51d17m19.5s,51.288761,33.265029,42.456965,240681314,9.45879,51.288763,-6.1,5.4,10.648,STAR,2mass,0.00849209342475454,20180610,2.3,2.2,NaN,NaN,11.573,0.106,10.966,0.007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.233,0.022,9.997,0.021,9.942,0.016,9.887,0.023,9.9,0.02,9.854,0.039,9.072,0.377,10.9507,0.000345996,0.018,6700,NaN,4.19859,NaN,NaN,NaN,1.52,NaN,1.33,NaN,DWARF,4.194509,NaN,301.048,NaN,NaN,NaN,117,0.1611017,,0.000829105822056401,knownplanet
2858,Kepler-537,19h19m31.35s,289.880634,+51d16m37.5s,51.277081,312.841293,71.769052,267673013,289.880636,51.277083,-17.1003,-18.4516,12.565,STAR,2mass,0.00849270068625662,20180610,2.16467,2.16467,NaN,NaN,13.804,0.008,13.173,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.007,0.029,11.706,0.031,11.623,0.023,11.549,0.023,11.612,0.021,11.481,0.103,9.152,NaN,12.9782,0.00054905,0.02,5763,NaN,4.47654,NaN,NaN,NaN,0.99,NaN,1.07,NaN,DWARF,0.9740014,NaN,556.809,NaN,0.0734282,NaN,104,0.3650226,,0.000785780440260716,knownplanet
3427,Kepler-98,19h02m38.80s,285.661662,+37d57m52.2s,37.964506,295.224987,60.03967,120629799,285.661659,37.964506,6.79079,14.4805,12.307,STAR,2mass,0.00851463351710564,20180610,2.19696,2.19697,NaN,NaN,14.182,0.066,12.996,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.672,0.019,11.316,0.021,11.253,0.017,11.229,0.023,11.276,0.022,11.335,0.128,9.16,NaN,12.7777,0.000498998,0.017,5539,NaN,4.34342,NaN,0.1,0.1,1.11,NaN,0.99,NaN,DWARF,1.044879,NaN,422.567,NaN,NaN,NaN,139,0.7535624,,0.000536460919336231,knownplanet
2838,Kepler-522,19h12m36.96s,288.153996,+44d04m07.8s,44.068821,302.623123,65.464901,158657354,288.153993,44.06882,-6.16657,-1.86348,11.75,STAR,2mass,0.00855425718649315,20180610,1.31387,0.752969,2.00196,0.325331,12.464,0.281,12.22,0.332,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.302,0.021,11.092,0.022,11.068,0.011,11.033,0.023,11.057,0.021,11.121,0.092,9.166,NaN,12.0776,0.000358783,0.018,6392,NaN,4.03262,NaN,NaN,NaN,1.98,NaN,1.54,NaN,DWARF,5.896199,NaN,499.51,69.8262,NaN,NaN,126,0.03441676,,0.000388800664860816,knownplanet
1718,Kepler-1431,19h30m38.01s,292.658395,+49d51m54.7s,49.865192,315.78091,69.727499,26657021,292.658393,49.86519,-3.63395,-3.84462,14.719,STAR,2mass,0.00856616647393712,20180610,2.12242,2.12242,NaN,NaN,16.141,0.112,15.4,0.149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.098,0.028,13.787,0.026,13.756,0.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.1788,0.00169633,0.019,5806,NaN,4.42559,NaN,NaN,NaN,1.03,NaN,1.03,NaN,DWARF,1.086119,NaN,1707.28,NaN,NaN,NaN,98,0.0485614,,0.00013508973556499,knownplanet
3265,Kepler-847,18h54m01.15s,283.504798,+49d27m03.7s,49.451015,298.664005,71.548737,48352404,283.5048,49.451013,1.10505,-14.2329,14.058,STAR,2mass,0.00858772373845738,20180610,2.14011,2.14012,NaN,NaN,16.392,0.047,14.998,0.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.24,0.031,12.741,0.03,12.708,NaN,12.494,0.023,12.576,0.023,12.692,NaN,9.621,NaN,14.6625,0.00127614,0.02,4940,NaN,4.58452,NaN,NaN,NaN,0.77,NaN,0.83,NaN,DWARF,0.3181148,NaN,NaN,NaN,NaN,NaN,78,0.1209206,,0.00038537373951581,knownplanet
1422,Kepler-1207,19h40m15.42s,295.064243,+49d21m32.4s,49.358994,319.045996,68.571294,27390527,295.064241,49.358992,-3.48694,-4.78159,13.939,STAR,2mass,0.00859251283648737,20180610,2.08765,2.08765,NaN,NaN,15.31,0.058,14.595,0.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.365,0.023,13.071,0.026,13.017,0.033,12.989,0.024,13.007,0.025,13.051,0.465,9.425,NaN,14.3631,0.00108997,0.018,5909,NaN,4.41312,NaN,NaN,NaN,1.06,NaN,1.06,NaN,DWARF,1.234134,NaN,1200.83,NaN,NaN,NaN,154,0.03867397,,0.000243128946268993,knownplanet
2840,Kepler-524,19h47m26.21s,296.859217,+49d09m43.4s,49.162048,321.584523,67.847867,27914389,296.859215,49.162046,-4.03679,-3.58575,13.344,STAR,2mass,0.00860276123131362,20180610,2.08531,2.08531,NaN,NaN,14.854,0.031,14.082,0.114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.729,0.022,12.46,0.021,12.384,0.024,12.343,0.023,12.364,0.021,12.22,0.255,9.383,NaN,13.8002,0.000819131,0.018,6014,NaN,4.39307,NaN,NaN,NaN,1.1,NaN,1.09,NaN,DWARF,1.426047,NaN,589.933,NaN,NaN,NaN,177,0.09139795,,0.000361104931396506,knownplanet
2841,Kepler-524,19h47m26.21s,296.859217,+49d09m43.4s,49.162048,321.584523,67.847867,27914389,296.859215,49.162046,-4.03679,-3.58575,13.344,STAR,2mass,0.00860276123131362,20180610,2.08531,2.08531,NaN,NaN,14.854,0.031,14.082,0.114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.729,0.022,12.46,0.021,12.384,0.024,12.343,0.023,12.364,0.021,12.22,0.255,9.383,NaN,13.8002,0.000819131,0.018,6014,NaN,4.39307,NaN,NaN,NaN,1.1,NaN,1.09,NaN,DWARF,1.426047,NaN,589.933,NaN,NaN,NaN,177,0.09139795,,0.000361104931396506,knownplanet
