loc_rowid,pl_hostname,ra_str,ra,dec_str,dec,st_elon,st_elat,MatchID,MatchRA,MatchDEC,pmRA,pmDEC,Tmag,objType,typeSrc,dstArcSec,version,e_pmRA,e_pmDEC,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,duplicate_id,priority,splist
3033,Kepler-667,19h42m13.21s,295.555049,+49d01m02.4s,49.017342,319.390806,68.120255,27530621,295.555047,49.01734,-3.4115,-4.91544,14.698,STAR,2mass,0.0086102901424401,20180610,2.08531,2.08531,NaN,NaN,16.125,0.043,15.362,0.172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.948,0.025,13.596,0.03,13.519,0.047,13.463,0.026,13.521,0.028,13.014,NaN,9.37,NaN,15.2532,0.00177012,0.018,5327,NaN,4.51843,NaN,NaN,NaN,0.87,NaN,0.91,NaN,DWARF,0.5491159,NaN,1266.86,NaN,NaN,NaN,168,0.7938272,,0.000163014347556224,knownplanet
2390,Kepler-298,18h52m09.55s,283.039792,+48d49m31.3s,48.825359,297.199135,71.035621,48217868,283.039794,48.825357,5.06887,-5.54706,14.624,STAR,2mass,0.00862027690060416,20180610,2.14011,2.14011,NaN,NaN,17.375,0.043,15.617,0.126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.718,0.025,13.139,0.022,13.075,0.031,12.997,0.023,13.066,0.024,12.795,NaN,9.557,NaN,15.2907,0.00180879,0.018,4465,NaN,4.72449,NaN,NaN,NaN,0.58,NaN,0.65,NaN,GIANT,0.1204583,NaN,NaN,NaN,NaN,NaN,72,0.3642905,,0.000354483565588773,knownplanet
2391,Kepler-298,18h52m09.55s,283.039792,+48d49m31.3s,48.825359,297.199135,71.035621,48217868,283.039794,48.825357,5.06887,-5.54706,14.624,STAR,2mass,0.00862027690060416,20180610,2.14011,2.14011,NaN,NaN,17.375,0.043,15.617,0.126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.718,0.025,13.139,0.022,13.075,0.031,12.997,0.023,13.066,0.024,12.795,NaN,9.557,NaN,15.2907,0.00180879,0.018,4465,NaN,4.72449,NaN,NaN,NaN,0.58,NaN,0.65,NaN,GIANT,0.1204583,NaN,NaN,NaN,NaN,NaN,72,0.3642905,,0.000354483565588773,knownplanet
2392,Kepler-298,18h52m09.55s,283.039792,+48d49m31.3s,48.825359,297.199135,71.035621,48217868,283.039794,48.825357,5.06887,-5.54706,14.624,STAR,2mass,0.00862027690060416,20180610,2.14011,2.14011,NaN,NaN,17.375,0.043,15.617,0.126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.718,0.025,13.139,0.022,13.075,0.031,12.997,0.023,13.066,0.024,12.795,NaN,9.557,NaN,15.2907,0.00180879,0.018,4465,NaN,4.72449,NaN,NaN,NaN,0.58,NaN,0.65,NaN,GIANT,0.1204583,NaN,NaN,NaN,NaN,NaN,72,0.3642905,,0.000354483565588773,knownplanet
3262,Kepler-844,19h11m25.85s,287.857729,+48d46m26.8s,48.774113,306.178815,69.979617,298836607,287.857727,48.774115,17.1385,-27.4989,14.868,STAR,2mass,0.00862294214907017,20180610,2.19653,2.19654,NaN,NaN,17.951,0.063,15.986,0.252,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.804,0.027,13.194,0.038,13.058,0.032,12.968,0.024,12.987,0.025,12.78,0.409,9.24,NaN,15.6435,0.00222982,0.019,4128,NaN,4.69753,NaN,NaN,NaN,0.57,NaN,0.59,NaN,DWARF,0.08499692,NaN,493.968,NaN,0.0621,NaN,92,0.05659679,,0.000290257251741928,knownplanet
3295,Kepler-871,19h38m06.51s,294.52711,+43d22m05.4s,43.36816,312.129434,63.264599,271158815,294.527107,43.368159,-6.22386,-3.41469,15.091,STAR,2mass,0.00863714236172429,20180610,2.1384,2.1384,NaN,NaN,16.62,0.068,15.882,0.469,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.469,0.025,14.17,0.041,14.167,0.063,14.082,0.026,14.222,0.035,12.885,NaN,8.871,NaN,15.5522,0.00211011,0.019,5993,NaN,4.36994,NaN,NaN,NaN,1.14,NaN,1.11,NaN,DWARF,1.510364,NaN,NaN,NaN,NaN,NaN,207,2.002147,,6.66833547577572E-05,knownplanet
2884,Kepler-553,19h54m12.20s,298.550829,+48d19m56.8s,48.332455,323.092387,66.586303,264508613,298.550827,48.332453,15.7618,16.3501,14.308,STAR,2mass,0.00864590434228839,20180610,2.11856,2.18479,NaN,NaN,16.14,0.034,15.034,0.229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.578,0.036,13.161,0.045,13.064,0.037,12.814,0.023,12.88,0.024,12.948,NaN,9.49,NaN,14.8497,0.00141203,0.021,5266,NaN,4.54338,NaN,0.13,0.1,0.85,NaN,0.92,NaN,DWARF,0.5005598,NaN,NaN,NaN,NaN,NaN,213,0.06072059,,0.000235930379662893,knownplanet
2885,Kepler-553,19h54m12.20s,298.550829,+48d19m56.8s,48.332455,323.092387,66.586303,264508613,298.550827,48.332453,15.7618,16.3501,14.308,STAR,2mass,0.00864590434228839,20180610,2.11856,2.18479,NaN,NaN,16.14,0.034,15.034,0.229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.578,0.036,13.161,0.045,13.064,0.037,12.814,0.023,12.88,0.024,12.948,NaN,9.49,NaN,14.8497,0.00141203,0.021,5266,NaN,4.54338,NaN,0.13,0.1,0.85,NaN,0.92,NaN,DWARF,0.5005598,NaN,NaN,NaN,NaN,NaN,213,0.06072059,,0.000235930379662893,knownplanet
1240,Kepler-1069,19h23m55.04s,290.979329,+47d59m20.4s,47.989002,310.781352,68.478172,417659970,290.979331,47.989004,-17.0087,-19.3757,12.555,STAR,2mass,0.00866374729664139,20180610,2.17892,2.17892,NaN,NaN,14.157,0.029,13.234,0.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.945,0.026,11.628,0.032,11.538,0.02,11.507,0.023,11.563,0.021,11.419,0.122,9.473,0.483,13.0077,0.000556851,0.019,5722,NaN,4.45161,NaN,NaN,NaN,0.98,NaN,0.99,NaN,DWARF,0.927552,NaN,NaN,NaN,NaN,NaN,112,0.1992106,,0.00074597828389641,knownplanet
1744,Kepler-1453,19h04m30.13s,286.125545,+47d56m51.4s,47.947613,302.236887,69.588615,158175366,286.125543,47.947611,-3.30552,-5.13529,14.984,STAR,2mass,0.00866589671736957,20180610,2.13827,2.13827,NaN,NaN,16.396,0.07,15.695,0.137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.387,0.032,14.034,0.04,13.999,0.052,13.952,0.024,14.046,0.03,13.188,NaN,9.508,NaN,15.4264,0.00195786,0.02,5665,NaN,4.47894,NaN,NaN,NaN,0.94,NaN,0.97,NaN,DWARF,0.8198796,NaN,NaN,NaN,NaN,NaN,103,0.1154393,,0.000122049008235746,knownplanet
2846,Kepler-529,19h03m33.21s,285.888369,+47d52m49.4s,47.880386,301.743749,69.574778,158108219,285.888371,47.880388,3.72618,5.16787,13.29,STAR,2mass,0.00866938728897122,20180610,2.1383,2.13836,NaN,NaN,14.075,0.064,13.779,0.149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.786,0.021,12.466,0.022,12.418,0.018,12.377,0.023,12.425,0.023,12.349,0.265,9.297,NaN,13.662,0.000764974,0.018,6087,NaN,4.354,NaN,NaN,NaN,1.14,NaN,1.07,NaN,DWARF,1.607377,NaN,799.008,NaN,0.0538818,NaN,106,0.05960321,,0.000375430364340812,knownplanet
2847,Kepler-529,19h03m33.21s,285.888369,+47d52m49.4s,47.880386,301.743749,69.574778,158108219,285.888371,47.880388,3.72618,5.16787,13.29,STAR,2mass,0.00866938728897122,20180610,2.1383,2.13836,NaN,NaN,14.075,0.064,13.779,0.149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.786,0.021,12.466,0.022,12.418,0.018,12.377,0.023,12.425,0.023,12.349,0.265,9.297,NaN,13.662,0.000764974,0.018,6087,NaN,4.354,NaN,NaN,NaN,1.14,NaN,1.07,NaN,DWARF,1.607377,NaN,799.008,NaN,0.0538818,NaN,106,0.05960321,,0.000375430364340812,knownplanet
2046,Kepler-179,19h54m39.30s,298.663735,+47d45m43.4s,47.762043,322.584395,66.048309,268057162,298.663737,47.762045,-19.1685,-19.8919,13.979,STAR,2mass,0.0086755306951399,20180610,2.11914,2.11914,NaN,NaN,15.657,0.244,14.772,0.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.278,0.026,12.873,0.03,12.75,0.026,12.725,0.023,12.774,0.024,13.247,0.513,9.313,NaN,14.4989,0.0011701,0.019,5302,NaN,NaN,NaN,NaN,NaN,0.76,NaN,NaN,NaN,DWARF,0.4112262,NaN,733.507,NaN,NaN,NaN,201,0.09166072,,0.000362336201721479,knownplanet
2047,Kepler-179,19h54m39.30s,298.663735,+47d45m43.4s,47.762043,322.584395,66.048309,268057162,298.663737,47.762045,-19.1685,-19.8919,13.979,STAR,2mass,0.0086755306951399,20180610,2.11914,2.11914,NaN,NaN,15.657,0.244,14.772,0.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.278,0.026,12.873,0.03,12.75,0.026,12.725,0.023,12.774,0.024,13.247,0.513,9.313,NaN,14.4989,0.0011701,0.019,5302,NaN,NaN,NaN,NaN,NaN,0.76,NaN,NaN,NaN,DWARF,0.4112262,NaN,733.507,NaN,NaN,NaN,201,0.09166072,,0.000362336201721479,knownplanet
2349,Kepler-284,19h32m35.16s,293.146491,+47d43m46.7s,47.729649,314.072432,67.658837,275486985,293.146493,47.729651,14.1909,13.4769,15.22,STAR,2mass,0.00867721188450268,20180610,2.17036,2.17036,NaN,NaN,16.602,0.071,15.944,0.252,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.559,0.034,14.155,0.041,14.079,0.085,13.989,0.027,13.989,0.032,12.583,NaN,9.349,NaN,15.7097,0.00232199,0.021,5615,NaN,NaN,NaN,NaN,NaN,0.81,NaN,NaN,NaN,DWARF,0.5875757,NaN,NaN,NaN,NaN,NaN,113,0.2391599,,0.000117156818961308,knownplanet
2350,Kepler-284,19h32m35.16s,293.146491,+47d43m46.7s,47.729649,314.072432,67.658837,275486985,293.146493,47.729651,14.1909,13.4769,15.22,STAR,2mass,0.00867721188450268,20180610,2.17036,2.17036,NaN,NaN,16.602,0.071,15.944,0.252,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.559,0.034,14.155,0.041,14.079,0.085,13.989,0.027,13.989,0.032,12.583,NaN,9.349,NaN,15.7097,0.00232199,0.021,5615,NaN,NaN,NaN,NaN,NaN,0.81,NaN,NaN,NaN,DWARF,0.5875757,NaN,NaN,NaN,NaN,NaN,113,0.2391599,,0.000117156818961308,knownplanet
1693,Kepler-1411,19h05m26.78s,286.361579,+42d57m50.1s,42.963924,298.920611,64.769072,158218591,286.361576,42.963923,-6.06154,-3.16959,15.258,STAR,2mass,0.00868455281236261,20180610,2.12902,2.12902,NaN,NaN,16.508,0.037,15.945,0.138,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.686,0.034,14.334,0.047,14.237,0.072,14.305,0.025,14.373,0.037,12.945,NaN,9.06,NaN,15.6809,0.00228134,0.021,5664,NaN,4.48858,NaN,NaN,NaN,0.92,NaN,0.95,NaN,DWARF,0.7848079,NaN,NaN,NaN,NaN,NaN,80,0.2208906,,8.76270637969792E-05,knownplanet
3171,Kepler-781,19h10m36.87s,287.653619,+47d24m53.3s,47.414811,304.4865,68.750422,158489897,287.653621,47.414809,-7.182,-10.5259,15.314,STAR,2mass,0.00869354462872582,20180610,2.17147,2.17148,NaN,NaN,17.439,0.066,16.207,0.172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.598,0.021,14.125,0.038,14.049,0.055,14.036,0.025,14.076,0.032,12.661,NaN,9.493,NaN,15.8451,0.00252588,0.018,5162,NaN,4.56272,NaN,NaN,NaN,0.78,NaN,0.81,NaN,DWARF,0.3891848,NaN,NaN,NaN,NaN,NaN,113,0.1978653,,0.000117616341719764,knownplanet
1436,Kepler-1219,19h48m51.79s,297.215809,+47d22m42.7s,47.378515,320.007556,66.157238,273046164,297.215807,47.378517,5.32242,0.760183,11.72,STAR,2mass,0.00869542645379015,20180610,1.26433,1.119,NaN,NaN,12.918,0.049,12.339,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.136,0.023,10.846,0.018,10.809,0.068,10.738,0.023,10.774,0.021,10.703,0.064,9.317,NaN,12.1523,0.000371557,0.018,5944,NaN,3.95973,NaN,NaN,NaN,1.94,NaN,1.25,NaN,DWARF,4.23266,NaN,417.805,NaN,NaN,NaN,207,1.470877,,0.000345701834541405,knownplanet
2173,Kepler-223,19h53m16.41s,298.318356,+47d16m46.2s,47.279495,321.530041,65.729323,273876171,298.318354,47.279493,-4.92293,-4.14558,14.782,STAR,2mass,0.00870055955506879,20180610,2.08356,2.08356,NaN,NaN,16.209,0.051,15.69,0.137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.095,0.031,13.727,0.033,13.633,0.047,13.533,0.025,13.607,0.029,13.022,NaN,9.412,NaN,15.2912,0.00180934,0.02,5803,25,0.028,NaN,0.19,0.1,1.72,NaN,1.12,NaN,DWARF,NaN,NaN,NaN,NaN,NaN,NaN,234,0.153723,,5.32586427858612E-05,knownplanet
2174,Kepler-223,19h53m16.41s,298.318356,+47d16m46.2s,47.279495,321.530041,65.729323,273876171,298.318354,47.279493,-4.92293,-4.14558,14.782,STAR,2mass,0.00870055955506879,20180610,2.08356,2.08356,NaN,NaN,16.209,0.051,15.69,0.137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.095,0.031,13.727,0.033,13.633,0.047,13.533,0.025,13.607,0.029,13.022,NaN,9.412,NaN,15.2912,0.00180934,0.02,5803,25,0.028,NaN,0.19,0.1,1.72,NaN,1.12,NaN,DWARF,NaN,NaN,NaN,NaN,NaN,NaN,234,0.153723,,5.32586427858612E-05,knownplanet
2175,Kepler-223,19h53m16.41s,298.318356,+47d16m46.2s,47.279495,321.530041,65.729323,273876171,298.318354,47.279493,-4.92293,-4.14558,14.782,STAR,2mass,0.00870055955506879,20180610,2.08356,2.08356,NaN,NaN,16.209,0.051,15.69,0.137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.095,0.031,13.727,0.033,13.633,0.047,13.533,0.025,13.607,0.029,13.022,NaN,9.412,NaN,15.2912,0.00180934,0.02,5803,25,0.028,NaN,0.19,0.1,1.72,NaN,1.12,NaN,DWARF,NaN,NaN,NaN,NaN,NaN,NaN,234,0.153723,,5.32586427858612E-05,knownplanet
2176,Kepler-223,19h53m16.41s,298.318356,+47d16m46.2s,47.279495,321.530041,65.729323,273876171,298.318354,47.279493,-4.92293,-4.14558,14.782,STAR,2mass,0.00870055955506879,20180610,2.08356,2.08356,NaN,NaN,16.209,0.051,15.69,0.137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.095,0.031,13.727,0.033,13.633,0.047,13.533,0.025,13.607,0.029,13.022,NaN,9.412,NaN,15.2912,0.00180934,0.02,5803,25,0.028,NaN,0.19,0.1,1.72,NaN,1.12,NaN,DWARF,NaN,NaN,NaN,NaN,NaN,NaN,234,0.153723,,5.32586427858612E-05,knownplanet
1500,Kepler-1265,18h58m20.59s,284.585789,+47d04m46.3s,47.079533,298.690308,69.070571,164781761,284.585791,47.079535,4.2827,4.78685,14.801,STAR,2mass,0.0087109204213009,20180610,2.1395,2.13951,NaN,NaN,17.098,0.143,16.024,0.035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.939,0.022,13.32,0.022,13.2,0.037,13.217,0.024,13.295,0.026,12.688,NaN,9.304,NaN,15.4378,0.00197119,0.018,4630,NaN,4.61199,NaN,NaN,NaN,0.69,NaN,0.71,NaN,GIANT,0.1971137,NaN,NaN,NaN,NaN,NaN,92,0.0798991,,0.000224822999317864,knownplanet
3376,Kepler-939,19h35m27.75s,293.865613,+47d01m36.6s,47.026829,314.475419,66.818143,270790652,293.865615,47.026827,3.37707,-3.88303,14.933,STAR,2mass,0.00871365007759138,20180610,2.12121,2.12121,NaN,NaN,16.177,0.069,15.653,0.137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.28,0.03,13.861,0.036,13.762,0.049,13.637,0.024,13.854,0.029,13.07,0.474,9.555,NaN,15.4178,0.00194802,0.02,5471,NaN,4.52407,NaN,NaN,NaN,0.85,NaN,0.88,NaN,DWARF,0.5831757,NaN,NaN,NaN,NaN,NaN,140,0.1299471,,0.000137892218219334,knownplanet
1614,Kepler-1353,19h42m56.48s,295.735335,+42d34m34.5s,42.576252,313.285832,62.202513,271960006,295.735338,42.576253,6.04001,1.95294,14.726,STAR,2mass,0.00872973449254531,20180610,2.10194,2.1021,NaN,NaN,16.914,-0.113,15.734,0.103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.85,0.024,13.281,0.026,13.141,0.028,13.124,0.024,13.259,0.029,12.699,0.382,9.241,NaN,15.3724,0.00189686,0.018,4776,NaN,4.60458,NaN,NaN,NaN,0.72,NaN,0.76,NaN,GIANT,0.243006,NaN,NaN,NaN,NaN,NaN,245,0.5516044,,0.000187069260320685,knownplanet
3302,Kepler-878,19h01m11.09s,285.296197,+46d36m12.4s,46.603439,299.605077,68.476333,164892142,285.296199,46.603441,5.35442,4.8208,14.121,STAR,2mass,0.00873555946522204,20180610,2.15307,2.15308,NaN,NaN,16.005,0.068,14.967,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.363,0.026,12.907,0.024,12.788,0.033,12.746,0.023,12.784,0.024,12.277,0.232,9.56,NaN,14.6822,0.00128965,0.019,5044,NaN,4.57393,NaN,NaN,NaN,0.77,NaN,0.81,NaN,DWARF,0.3457614,NaN,NaN,NaN,NaN,NaN,73,0.1815709,,0.000332594110416953,knownplanet
3239,Kepler-829,18h49m19.87s,282.332793,+42d27m49.8s,42.463825,291.864408,64.969782,123451768,282.332796,42.463824,6.54329,-2.94732,14.343,STAR,2mass,0.00874278459349756,20180610,2.19566,2.19566,NaN,NaN,15.605,NaN,14.973,0.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.699,0.021,13.364,0.023,13.29,0.03,13.285,0.023,13.323,0.026,12.506,0.365,9.038,NaN,14.821,0.00139006,0.018,5698,NaN,4.45611,NaN,NaN,NaN,0.97,NaN,0.98,NaN,DWARF,0.8935687,NaN,1072.91,NaN,0.11,NaN,82,0.03524538,,0.000181759063229064,knownplanet
1163,Kepler-1012,19h17m11.10s,289.29627,+46d27m28.6s,46.457954,306.4507,67.470708,158986490,289.296268,46.457956,-4.25639,5.63242,12.729,STAR,2mass,0.00874307964246571,20180610,2.15307,2.15307,NaN,NaN,14.36,0.023,13.486,0.114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.064,0.021,11.755,0.022,11.664,0.016,11.649,0.022,11.684,0.02,11.445,0.129,9.367,NaN,13.2226,0.000617459,0.017,5556,NaN,4.49807,NaN,NaN,NaN,0.91,NaN,0.95,NaN,DWARF,0.7109293,NaN,473.501,NaN,0.088,NaN,126,0.09559216,,0.000782830467678637,knownplanet
2701,Kepler-423,19h31m25.38s,292.855742,+46d23m28.2s,46.391178,312.23269,66.510825,63452790,292.85574,46.39118,-3.75916,5.07262,13.745,STAR,2mass,0.00874652986680759,20180610,2.15493,2.15493,NaN,NaN,15.205,0.042,14.462,0.126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.142,0.023,12.847,0.018,12.779,0.031,12.656,0.024,12.696,0.023,12.649,0.363,9.509,NaN,14.1924,0.000998216,0.018,5560,NaN,4.4124,NaN,NaN,NaN,0.95,NaN,0.85,NaN,DWARF,0.7770359,NaN,1135.43,NaN,NaN,NaN,121,1.367274,,0.0002796340989708,knownplanet
2967,Kepler-615,18h49m48.14s,282.450603,+46d19m17.1s,46.321404,294.217134,68.716432,123492903,282.450605,46.321402,4.9379,-5.45098,13.547,STAR,2mass,0.00875013413367684,20180610,2.14693,2.147,NaN,NaN,16.27,0.063,14.623,0.126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.646,0.021,12.071,0.023,11.966,0.011,11.906,0.023,11.935,0.021,11.741,0.152,9.127,NaN,14.2105,0.0010075,0.017,4655,NaN,4.62405,NaN,NaN,NaN,0.69,NaN,0.73,NaN,GIANT,0.2014056,NaN,NaN,NaN,0.0540759,NaN,85,0.0407093,,0.000638585859097161,knownplanet
2797,Kepler-491,19h08m31.34s,287.130575,+42d21m00.6s,42.350155,299.805832,64.027288,158388163,287.130572,42.350154,-6.22181,-3.27899,13.39,STAR,2mass,0.00875595459785832,20180610,2.11899,2.11899,NaN,NaN,14.754,0.01,14.178,0.194,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.746,0.021,12.426,0.02,12.354,0.019,12.312,0.023,12.375,0.023,12.17,0.228,9.025,NaN,13.8682,0.000847393,0.018,5582,NaN,4.42979,NaN,NaN,NaN,1.03,NaN,1.04,NaN,DWARF,0.9279584,NaN,867.139,NaN,NaN,NaN,112,0.01383316,,0.000356671495989955,knownplanet
2150,Kepler-216,19h34m54.74s,293.728072,+46d07m45.0s,46.129154,313.357806,66.033902,270698499,293.72807,46.129152,-3.44549,-5.67058,13.489,STAR,2mass,0.00876005887314472,20180610,2.15369,2.15369,NaN,NaN,14.689,0.031,14.054,0.195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.956,0.021,12.695,0.022,12.621,0.021,12.631,0.025,12.639,0.024,12.83,NaN,9.335,NaN,13.8826,0.000853517,0.018,6091,NaN,NaN,NaN,NaN,NaN,1.26,NaN,NaN,NaN,DWARF,1.968748,NaN,1136.62,NaN,NaN,NaN,168,0.06156585,,0.000252973291988914,knownplanet
2151,Kepler-216,19h34m54.74s,293.728072,+46d07m45.0s,46.129154,313.357806,66.033902,270698499,293.72807,46.129152,-3.44549,-5.67058,13.489,STAR,2mass,0.00876005887314472,20180610,2.15369,2.15369,NaN,NaN,14.689,0.031,14.054,0.195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.956,0.021,12.695,0.022,12.621,0.021,12.631,0.025,12.639,0.024,12.83,NaN,9.335,NaN,13.8826,0.000853517,0.018,6091,NaN,NaN,NaN,NaN,NaN,1.26,NaN,NaN,NaN,DWARF,1.968748,NaN,1136.62,NaN,NaN,NaN,168,0.06156585,,0.000252973291988914,knownplanet
1654,Kepler-1383,19h51m46.75s,297.944779,+42d11m30.8s,42.191882,316.166075,61.228315,273507060,297.944776,42.191881,-2.84161,-4.72784,13.212,STAR,2mass,0.00877425109325058,20180610,2.14825,2.14904,NaN,NaN,14.273,-0.013,13.832,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.65,0.022,12.364,0.018,12.319,0.02,12.267,0.024,12.319,0.025,12.538,0.399,8.97,NaN,13.6284,0.000752405,0.018,6370,NaN,4.22207,NaN,NaN,NaN,1.44,NaN,1.26,NaN,DWARF,3.075937,NaN,890.59,NaN,NaN,NaN,369,0.1285184,,0.000229535023622967,knownplanet
1306,Kepler-1114,19h56m56.86s,299.236933,+45d50m04.9s,45.834698,321.316974,64.1551,268612417,299.236931,45.834696,14.629,21.6443,13.138,STAR,2mass,0.00877524310975379,20180610,2.14747,2.14747,NaN,NaN,14.903,0.033,13.935,0.137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.438,0.027,12.042,0.03,11.944,0.019,11.936,0.023,11.996,0.022,11.611,0.149,9.093,NaN,13.657,0.000763078,0.019,5374,NaN,4.53979,NaN,NaN,NaN,0.83,NaN,0.87,NaN,DWARF,0.5176563,NaN,534.966,NaN,NaN,NaN,235,0.09209014,,0.000593266084803653,knownplanet
2949,Kepler-602,19h44m07.68s,296.031983,+42d08m31.0s,42.141949,313.377869,61.717955,272180918,296.031986,42.141948,-17.3849,-19.261,13.937,STAR,2mass,0.00878001348482679,20180610,2.10192,2.10192,NaN,NaN,15.486,0.074,14.72,0.149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.328,0.02,12.999,0.021,12.936,0.025,12.948,0.023,12.97,0.024,12.697,NaN,9.288,NaN,14.3881,0.00110423,0.017,6062,NaN,4.36569,NaN,NaN,NaN,1.13,NaN,1.08,NaN,DWARF,1.553515,NaN,1029.66,NaN,NaN,NaN,282,0.3547008,,0.000183752692304159,knownplanet
3248,Kepler-835,18h54m17.82s,283.574233,+45d44m05.3s,45.734802,295.882086,67.958088,164527012,283.574231,45.7348,-3.43986,-5.77411,15.393,STAR,2mass,0.00878038954752771,20180610,2.20376,2.20376,NaN,NaN,16.54,0.073,16.062,0.424,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.858,0.038,14.586,0.06,14.561,0.116,14.406,0.025,14.44,0.037,13.265,NaN,9.38,NaN,15.7881,0.00243743,0.022,5954,NaN,4.38121,NaN,NaN,NaN,1.11,NaN,1.08,NaN,DWARF,1.395006,NaN,NaN,NaN,NaN,NaN,75,0.03087612,,6.3578761721296E-05,knownplanet
1152,Kepler-1003,19h28m04.91s,292.020456,+44d52m34.4s,44.876217,309.521403,65.322148,63074840,292.020454,44.876219,-3.31512,5.77375,13.519,STAR,2mass,0.00882451112047329,20180610,2.10309,2.10309,NaN,NaN,14.847,0.031,14.132,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.95,0.023,12.637,0.018,12.623,0.028,12.544,0.023,12.584,0.023,12.227,0.292,8.906,NaN,13.9396,0.000878233,0.018,6109,NaN,4.34738,NaN,NaN,NaN,1.17,NaN,1.11,NaN,DWARF,1.717698,NaN,903.742,NaN,NaN,NaN,132,0.1675369,,0.00026829447665597,knownplanet
1772,Kepler-1475,19h43m47.59s,295.948273,+44d45m11.2s,44.753124,315.457553,64.152766,271970692,295.948271,44.753122,-3.60853,-5.46977,14.767,STAR,2mass,0.00883081911929899,20180610,2.10192,2.10192,NaN,NaN,16.145,0.027,15.36,0.046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.192,0.029,13.89,0.033,13.88,0.052,13.72,0.03,13.769,0.039,12.798,NaN,9.284,NaN,15.1917,0.00170881,0.02,6214,NaN,4.29589,NaN,NaN,NaN,1.28,NaN,1.18,NaN,DWARF,2.200897,NaN,NaN,NaN,NaN,NaN,220,0.3369697,,8.0425574969207E-05,knownplanet
